CLASS,SECTION,CATEGORY,CATEGORY,SUBJECT,TOPIC,OP - DESCRIPTER,,
,Class 100,Class 100,Class 100,159 No longer used—formerly Will,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,160 Philosophical logic,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,160 Philosophical logic,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,161 Induction,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,162 Deduction,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,163–164 Not assigned or no longer used,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,165 Fallacies & sources of error,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,166 Syllogisms,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,167 Hypotheses,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,168 Argument & persuasion,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,169 Analogy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,170 Ethics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,170 Ethics (Moral philosophy),Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,171 Ethical systems,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,172 Political ethics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,173 Ethics of family relationships,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,174 Occupational ethics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"175 Ethics of recreation, leisure, public performances, communication",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,176 Ethics of sex & reproduction,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,177 Ethics of social relations,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,178 Ethics of consumption,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,179 Other ethical norms,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"180 Ancient, medieval, & Eastern philosophy",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"180 Ancient, medieval, eastern philosophy",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,181 Eastern philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,182 Pre-Socratic Greek philosophies,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"183 Sophistic, Socratic, related Greek philosophies",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,184 Platonic philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,185 Aristotelian philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,186 Skeptic & Neoplatonic philosophies,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,187 Epicurean philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,188 Stoic philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,189 Medieval Western philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"190 Modern Western philosophy (19th-century, 20th-century)",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,190 Modern Western & other noneastern philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,191 Philosophy of the United States and Canada,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,192 Philosophy of the British Isles,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,193 Philosophy of Germany and Austria,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,194 Philosophy of France,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,195 Philosophy of Italy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,196 Philosophy of Spain and Portugal,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,197 Philosophy of Russia,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,198 Philosophy of Scandinavia & Finland,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,199 Philosophy in other geographic areas,Class 100 – Philosophy & psychology,,,
,Class 200,Class 200,Class 200,200 Religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,200 Religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"201 Religious mythology, general classes of religion, interreligious relations and attitudes, social theology",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,202 Doctrines,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,203 Public worship and other practices,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"204 Religious experience, life, practice",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,205 Religious ethics,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,206 Leaders and organization,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,207 Missions and religious education,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,208 Sources,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,209 Sects and reform movements,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,210 Philosophy & theory of religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,210 Philosophy & theory of religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,211 Concepts of God,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"212 Existence, ways of knowing God, attributes of God",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,213 Creation,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,214 Theodicy,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,215 Science & religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,216 No longer used—formerly Evil,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,217 No longer used—formerly Prayer,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,218 Humankind,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,219 No longer used—formerly Analogies,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,220 The Bible,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,220 Bible,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,221 Old Testament (Tanakh),Class 200 – Religion,,,
,Class 200,Class 200,Class 200,222 Historical books of Old Testament,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,223 Poetic books of Old Testament,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,224 Prophetic books of Old Testament,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,225 New Testament,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,226 Gospels & Acts,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,227 Epistles,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,228 Revelation (Apocalypse),Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"229 Apocrypha, pseudepigrapha, & intertestamental works",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,230 Christianity,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,230 Christianity,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,231 God,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,232 Jesus Christ & his family,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,233 Humankind,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,234 Salvation & grace,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,235 Spiritual beings,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,236 Eschatology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,237 No longer used—formerly Future state,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"238 Creeds, confessions of faith, covenants, & catechisms",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,239 Apologetics & polemics,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,240 Christian practice & observance,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,240 Christian moral and devotional theology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,241 Christian ethics,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,242 Devotional literature,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,243 Evangelistic writings for individuals and families,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,244 No longer used—formerly Religious fiction,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,245 No longer used—formerly Hymnology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,246 Use of art in Christianity,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,247 Church furnishings & related articles,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"248 Christian experience, practice, life",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,249 Christian observances in family life,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,250 Christian orders & local church,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,250 Local Christian church and Christian religious orders,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,251 Preaching (Homiletics),Class 200 – Religion,,,
,Class 200,Class 200,Class 200,252 Texts of sermons,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,253 Pastoral office and work (Pastoral theology),Class 200 – Religion,,,
,Class 200,Class 200,Class 200,254 Parish administration,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,255 Religious congregations & orders,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,256 No longer used—formerly Religious societies,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"257 No longer used—formerly Parochial schools, libraries, etc.",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,258 No longer used—formerly Parochial medicine,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"259 Pastoral care of families, of specific groups of people",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,260 Social & ecclesiastical theology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,260 Christian social and ecclesiastical theology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,261 Social theology and interreligious relations and attitudes,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,262 Ecclesiology,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"263 Days, times, places of religious observance",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,264 Public worship,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"265 Sacraments, other rites & acts",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,266 Missions,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,267 Associations for religious work,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,268 Religious education,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,269 Spiritual renewal,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,270 History of Christianity,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"270 History, geographic treatment, biography of Christianity",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,271 Religious congregations and orders in church history,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,272 Persecutions in church history,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,273 Doctrinal controversies and heresies in general church history,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,274 Christianity in Europe,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,275 Christianity in Asia,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,276 Christianity in Africa,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,277 Christianity in North America,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,278 Christianity in South America,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,279 History of Christianity in other areas,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,280 Christian denominations,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,280 Denominations and sects of Christian church,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,281 Early church & Eastern churches,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,282 Roman Catholic Church,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,283 Anglican churches,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,284 Protestant denominations of Continental origin & related body,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"285 Presbyterian churches, Reformed churches centered in America, Congregational churches",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"286 Baptist, Restoration Movement, Adventist churches",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,287 Methodist churches; churches related to Methodism,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,288 No longer used—formerly Unitarian,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,289 Other denominations & sects,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,290 Other religions,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,290 Other religions,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,291 No longer used—formerly Comparative religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,292 Classical religion (Greek & Roman religion),Class 200 – Religion,,,
,Class 200,Class 200,Class 200,293 Germanic religion,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,294 Religions of Indic origin,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"295 Zoroastrianism (Mazdaism, Parseeism)",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,296 Judaism,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,"297 Islam, Bábism & Bahá'í Faith",Class 200 – Religion,,,
,Class 200,Class 200,Class 200,298 No longer used—formerly Mormonism,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,299 Religions not provided for elsewhere,Class 200 – Religion,,,
,Class 200,Class 200,Class 200,Class 300 – Social sciences,Class 200 – Religion,,,
,Class 300,Class 300,Class 300,"300 Social sciences, sociology & anthropology","300 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,300 Social sciences,"301 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,301 Sociology & anthropology,"302 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,302 Social interaction,"303 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,303 Social processes,"304 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,304 Factors affecting social behavior,"305 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,305 Groups of people,"306 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,306 Culture & institutions,"307 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,307 Communities,"308 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,308 No longer used—formerly Polygraphy,"309 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,309 No longer used—formerly History of sociology,"310 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,310 Statistics,"311 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,310 Collections of general statistics,"312 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,311 No longer used—formerly Theory and methods,"313 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,312 No longer used—formerly Population,"314 Social sciences, sociology & anthropology",,,
,Class 300,Class 300,Class 300,313 No longer used—formerly Special topics,"315 Social sciences, sociology & anthropology",,,
