V1,V2,V3,C4,C3,C2,C1,NOT
,,,800. MONEY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,801. TREASURER ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,802. TREASURY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,803. WEALTH ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,804. POVERTY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,805. CREDIT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,806. DEBT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,807. PAYMENT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,808. NONPAYMENT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,809. EXPENDITURE ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,810. RECEIPT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,811. ACCOUNTS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,812. PRICE ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,812a. value 812b. worthlessness 
,,,813. DISCOUNT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,814. DEARNESS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,815. CHEAPNESS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,816. LIBERALITY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,817. ECONOMY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,817a. greed 
,,,818. PRODIGALITY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,819. PARSIMONY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,820. AFFECTIONS ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,821. FEELING ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,822. SENSIBILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,823. INSENSIBILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,824. EXCITATION ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,825. EXCITABILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,826. INEXCITABILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,827. PLEASURE ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,828. PAIN ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,829. PLEASURABLENESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,830. PAINFULNESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,831. CONTENT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,832. DISCONTENT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,833. REGRET ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,834. RELIEF ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,835. AGGRAVATION ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,836. CHEERFULNESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,837. DEJECTION ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,838. REJOICING ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,839. LAMENTATION ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,840. AMUSEMENT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,841. WEARINESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,842. WIT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,843. DULLNESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,844. HUMORIST ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,845. BEAUTY ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,846. UGLINESS ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,847. ORNAMENT ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,847a. jewelry 
,,,848. BLEMISH ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,849. SIMPLICITY ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,850. TASTE ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,851. VULGARITY ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,852. FASHION ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,853. RIDICULOUSNESS ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,854. FOP ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,855. AFFECTATION ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,856. RIDICULE ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,857. LAUGHINGSTOCK ,2. DISCRIMINATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,858. HOPE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,859. HOPELESSNESS ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,860. FEAR ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,861. COURAGE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,862. COWARDICE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,863. RASHNESS ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,864. CAUTION ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,865. DESIRE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,866. INDIFFERENCE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,867. DISLIKE ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,868. FASTIDIOUSNESS ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,869. SATIETY ,3. PROSPECTIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,870. WONDER ,4. CONTEMPLATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,871. EXPECTANCE ,4. CONTEMPLATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,872. PRODIGY,4. CONTEMPLATIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,873. REPUTE ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,<-- Or personal affections derived from the opinion or feelings of others.--> 
,,,874. DISREPUTE ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,875. NOBILITY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,876. COMMONALITY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,877. TITLE ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,878. PRIDE ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,879. HUMILITY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,880. VANITY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,881. MODESTY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,882. OSTENTATION ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,883. CELEBRATION ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,884. BOASTING ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,885. INSOLENCE ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,886. SERVILITY ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,887. BLUSTERER ,5. EXTRINSIC AFFECTIONS,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,888. FRIENDSHIP ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,889. ENMITY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,890. FRIEND ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,891. ENEMY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,892. SOCIALITY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,"893. SECLUSION, EXCLUSION ",1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,894. COURTESY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,895. DISCOURTESY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,896. CONGRATULATION ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,897. LOVE ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,898. HATE ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,899. FAVORITE ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,900. RESENTMENT ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,901. IRASCIBILITY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,901a. sullenness 
,,,902. ENDEARMENT ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,903. MARRIAGE ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,904. CELIBACY ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,905. DIVORCE ,1. SOCIAL AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,906. BENEVOLENCE ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,907. MALEVOLENCE ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,908. MALEDICTION ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,909. THREAT ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,910. PHILANTHROPY ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,911. MISANTHROPY ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,912. BENEFACTOR ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,913. EVIL ,2. DIFFUSIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,914. PITY ,3. SPECIAL SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,914a. pitilessness 
,,,915. CONDOLENCE ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,916. GRATITUDE ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,917. INGRATITUDE ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,918. FORGIVENESS ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,919. REVENGE ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,920. JEALOUSY ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,921. ENVY ,4. RETROSPECTIVE SYMPATHETIC AFFECTIONS ,SECTION III. SYMPATHETIC AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,922. RIGHT ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,923. WRONG ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,924. DUENESS ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,925. UNDUENESS ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,926. DUTY ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,927. DERELICTION OF DUTY ,1. MORAL OBLIGATIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,927a. exemption 
,,,928. RESPECT ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,929. DISRESPECT ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,930. CONTEMPT ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,931. APPROBATION ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,932. DISAPPROBATION ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,933. FLATTERY ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,934. DETRACTION ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,935. FLATTERER ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,936. DETRACTOR ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,937. VINDICATION ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,938. ACCUSATION ,2. MORAL SENTIMENTS,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,939. PROBITY ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,940. IMPROBITY ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,941. KNAVE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,942. DISINTERESTEDNESS ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,943. SELFISHNESS ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,944. VIRTUE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,945. VICE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,946. INNOCENCE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,947. GUILT ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,948. GOOD MAN ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,949. BAD MAN ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,950. PENITENCE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,951. IMPENITENCE ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,952. ATONEMENT ,3. MORAL CONDITIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,953. TEMPERANCE ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,954. INTEMPERANCE ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,954a. sensualist 
,,,955. ASCETICISM ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,956. FASTING ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,957. GLUTTONY ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,958. SOBRIETY ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,959. DRUNKENNESS ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,960. PURITY ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,961. IMPURITY ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,962. LIBERTINE ,4. MORAL PRACTICE ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,963. LEGALITY ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,964. ILLEGALITY ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,965. JURISDICTION ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,966. TRIBUNAL ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,967. JUDGE ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,968. LAWYER ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
